year,country,"literacy rate, adult total (% of people ages 15 and above)","primary completion rate, total (% of relevant age group)","school enrollment, secondary (% gross)",gdp per capita (current us$),"access to electricity, rural (% of rural population)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),individuals using the internet (% of population)
1990,ABW,,,,12187.5363611898,100.0,,0.0
1991,ABW,,,,13233.9905169683,98.3737741616736,,
1992,ABW,,,,13892.6051427736,98.4282597493425,,
1993,ABW,,,,14700.9598081521,98.5017492013514,,
1994,ABW,,,,16055.2877874337,100.0,,
1995,ABW,,,,16548.7173868987,100.0,,
1996,ABW,,,,16620.9545555513,100.0,,2.77
1997,ABW,,,,17750.0095644198,100.0,,
1998,ABW,,,,18828.0870594071,100.0,,
1999,ABW,,97.4852066040039,92.0765380859375,19216.1972354472,100.0,,4.51
2000,ABW,97.0,87.6526489257812,93.7623291015625,20681.0230269625,100.0,,15.4
2001,ABW,,94.7483596801758,95.2861022949219,20740.1325828172,100.0,,17.1
2002,ABW,,98.3309097290039,100.267097473145,21307.2482505267,100.0,,18.8
2003,ABW,,91.7639007568359,99.4354400634766,21949.4859960868,100.0,,20.8
2004,ABW,,94.4972763061523,97.2117691040039,23700.6319899197,100.0,,23.0
2005,ABW,,93.6026916503906,95.5296020507812,24171.8371325422,100.0,,25.4
2006,ABW,,96.1588516235352,100.635818481445,24845.65848362,100.0,,28.0
2007,ABW,,102.187286376953,104.846458435059,26736.3089444046,100.0,,30.9
2008,ABW,,97.9946517944336,96.9074935913086,28171.9094008501,100.0,,52.0
2009,ABW,,102.097900390625,99.5183868408203,25134.7712303589,100.0,,58.0
2010,ABW,97.0,95.5525588989258,96.1624069213867,24093.1401510626,100.0,,62.0
2011,ABW,,,95.9802322387695,25712.3843015186,100.0,,69.0
2012,ABW,,,109.417449951172,25119.6655449838,100.0,,74.0
2013,ABW,,97.9137725830078,,25813.5767274227,100.0,,78.9
2014,ABW,,106.117988586426,,26129.8390617693,100.0,,83.8
2015,ABW,,,,27458.2253310273,100.0,,88.7
2016,ABW,,,,27441.5296617282,100.0,,93.5
2017,ABW,,,,28440.051963759,100.0,,97.2
2018,ABW,,98.0972518920898,137.537155151367,30082.1276448186,100.0,,
2019,ABW,,108.233528137207,140.313613891602,31096.2050738676,100.0,,
2020,ABW,97.9899978637695,103.185188293457,132.908020019531,22855.9323200761,100.0,,
2021,ABW,,100.936767578125,124.23558807373,27200.0610793969,100.0,,
2022,ABW,,95.0197601318359,136.216690063477,30559.5335346581,100.0,,
2023,ABW,,,,33984.7906198041,100.0,,
1990,AFE,58.1487617492676,51.8595504760742,24.4128704071045,822.81763829676,,,
1991,AFE,58.1818008422852,52.6319808959961,24.7756805419922,862.848274320851,,,
1992,AFE,58.4699516296387,51.5099983215332,24.415060043335,733.178346101692,,,
1993,AFE,58.9126014709473,52.728588104248,24.5828495025635,709.663898415713,,,
1994,AFE,59.3459014892578,51.3385696411133,25.0341796875,701.041569805609,,,
1995,AFE,59.9219398498535,51.6574401855469,25.8681907653809,766.820604144652,,,
1996,AFE,60.4498596191406,51.8213195800781,26.2008209228516,747.069736338611,,,
1997,AFE,61.1914596557617,51.1529388427734,26.319450378418,767.68418779028,,,
1998,AFE,61.4049110412598,49.7822113037109,27.1694602966309,697.352692614161,,,
1999,AFE,62.2657089233398,49.6071510314941,27.4339294433594,670.697827770518,,,
2000,AFE,62.7700996398926,49.3755912780762,27.6004199981689,707.120376327506,8.6236633307217,,
2001,AFE,63.2581901550293,51.5703086853027,28.6678905487061,626.169148423877,,,
2002,AFE,63.9522705078125,53.1382293701172,29.3207302093506,625.998814954319,,,
2003,AFE,64.4423522949219,54.6929588317871,29.9111099243164,809.968139434436,9.78557104408492,,
2004,AFE,64.6767501831055,55.8798217773438,31.3254203796387,981.744630526503,10.9422220173862,,
2005,AFE,64.1336822509766,58.5243606567383,32.3135108947754,1115.71395556649,10.4407341269305,,
2006,AFE,62.1792793273926,60.8099708557129,33.8777389526367,1220.0024682059,12.5627246031267,,
2007,AFE,63.1340789794922,62.6745681762695,35.3552894592285,1362.31065076801,12.5140776366222,,
2008,AFE,63.3671798706055,65.9203186035156,36.879711151123,1421.11861211069,12.9811379938407,,
2009,AFE,64.0625,69.6016387939453,38.0843315124512,1386.59020649073,15.549057178754,,
2010,AFE,64.8099975585938,69.3187866210938,39.0978584289551,1601.72774808025,14.5412534681743,,
2011,AFE,66.8712768554688,68.2895202636719,39.8236808776855,1735.58514005394,16.1589607280578,,
2012,AFE,68.5478668212891,67.9991226196289,40.910758972168,1702.96925758003,19.4428600565771,,
2013,AFE,69.380859375,67.4955368041992,41.6186714172363,1673.14047580686,18.7750738949997,,
2014,AFE,70.0353088378906,67.727897644043,42.7556381225586,1656.10764215035,17.6729432536291,,
2015,AFE,70.4470901489258,67.4567337036133,42.7673301696777,1479.56412348117,16.5275540274787,,
2016,AFE,71.1051712036133,67.7963714599609,42.8790588378906,1329.77782375583,24.6277534595631,,
2017,AFE,71.0299835205078,68.8831100463867,43.140209197998,1520.17129839287,25.4320922465904,,
2018,AFE,71.4953994750977,70.2460708618164,43.192928314209,1538.92418773564,27.0619288511825,,
2019,AFE,72.6586608886719,70.9236679077148,43.3796195983887,1493.78044490037,29.154281732597,,
2020,AFE,72.8557586669922,71.9904708862305,43.6888198852539,1344.08096192004,31.0220828717364,,
2021,AFE,72.6389083862305,72.9337921142578,43.8453788757324,1522.59008804972,32.8091384346348,,
2022,AFE,72.981559753418,72.092903137207,43.7047004699707,1628.02452570959,33.7839604982238,,
2023,AFE,73.2751083374023,,,1659.51529015376,35.3752158548059,,
1990,AFG,,,12.3093795776367,,,,0.0
1991,AFG,,,19.6126003265381,,,,
1992,AFG,,,,,,,
1993,AFG,,34.1708297729492,18.6544399261475,,,,
1994,AFG,,,24.9947395324707,,,,
1995,AFG,,,23.9882106781006,,,,
1996,AFG,,,,,,,
1997,AFG,,,,,,,
1998,AFG,,,,,,,
1999,AFG,,,,,,,
2000,AFG,,,,174.930991430166,,,
2001,AFG,,,14.4715099334717,138.706821676113,,,0.00472
2002,AFG,,,,178.954088379235,,,0.00456
2003,AFG,,,14.078049659729,198.871115728727,2.1,,0.0879
2004,AFG,,,19.2631397247314,221.763653873013,7.8,,0.106
2005,AFG,,,20.3119602203369,254.184249149336,15.4,,1.22
2006,AFG,,,29.6913509368896,274.218553561575,19.3,,2.11
2007,AFG,,,29.0891704559326,376.223152003876,25.0,,1.9
2008,AFG,,,39.090030670166,381.73323802844,28.0,,1.84
2009,AFG,,,44.3971710205078,452.053705477043,36.7,,3.55
2010,AFG,,,50.413688659668,560.621505463146,30.2,,4.0
2011,AFG,31.0,,52.198429107666,606.694676337726,29.6,,5.0
2012,AFG,,,54.2063903808594,651.417134470046,60.8,,5.45
2013,AFG,,,54.7542190551758,637.087099117099,60.2,,5.9
2014,AFG,,,54.235481262207,625.054941813938,86.5,,7.0
2015,AFG,33.7538414001465,,53.2851409912109,565.569730408751,64.6,,8.26
2016,AFG,,82.9104614257812,53.5063400268555,522.082215583898,97.1,,11.0
2017,AFG,,87.2533264160156,55.4021492004395,525.469770891619,97.1,,13.5
2018,AFG,,88.7355194091797,57.0392990112305,491.337221382603,91.6,,16.8
2019,AFG,,86.1755218505859,,496.6025042585,97.1,,17.6
2020,AFG,,,,510.787063366811,97.1,,17.0
2021,AFG,37.0,,,356.496214115892,97.1,,16.5
2022,AFG,,,,357.261152798144,81.7,,17.2
2023,AFG,,,,415.707417059086,81.4,,17.7
1990,AFW,43.5705184936523,57.7525291442871,20.9771595001221,590.32143846879,,,
1991,AFW,44.3627090454102,57.9137916564941,21.0498790740967,603.878907776782,,,
1992,AFW,45.1366310119629,58.0184516906738,21.1501598358154,563.310080449865,,,
1993,AFW,45.9582710266113,58.169490814209,21.1847496032715,570.888640658992,12.1596265663208,,
1994,AFW,46.8300895690918,58.1559295654297,21.2240009307861,577.548741302288,12.4749863087438,,
1995,AFW,47.0022201538086,57.9077606201172,21.2823009490967,863.950571375448,12.8876914693088,,
1996,AFW,47.8648910522461,58.6667518615723,21.3255004882812,1065.68349722024,12.7296914598762,,
1997,AFW,48.866340637207,58.7921600341797,21.3025608062744,1088.99680679674,15.1275924376482,,
1998,AFW,50.2389717102051,59.0864410400391,21.4341697692871,1137.74449616425,14.3370051933601,,
1999,AFW,51.0898094177246,59.4930992126465,21.6885604858398,521.364734349786,18.0299616172751,,
2000,AFW,47.5773811340332,60.1111602783203,22.7439193725586,516.932316255791,16.7426499970208,,
2001,AFW,48.7651214599609,60.8312492370605,24.4286499023438,530.653167271222,16.2219902983725,,
2002,AFW,49.4976081848145,61.0542984008789,25.8500003814697,616.796033062474,15.8396308101136,,
2003,AFW,50.0791091918945,61.2008781433105,27.6583805084229,694.500938597172,21.5077472099287,,
2004,AFW,51.4278602600098,61.9129981994629,29.3260803222656,834.86129094692,17.3301311380387,,
2005,AFW,51.5404205322266,63.7175216674805,30.1212501525879,989.699738831975,17.6088875765012,,
2006,AFW,52.2236213684082,67.3274917602539,30.4047393798828,1222.55049775568,18.2315907361854,,
2007,AFW,50.2877006530762,64.2500915527344,30.6056900024414,1393.74848679569,17.8483283528718,,
2008,AFW,50.7298393249512,61.1361618041992,33.1533699035645,1652.18985007053,19.6054525973754,,
2009,AFW,50.8575706481934,63.819580078125,35.7537803649902,1439.04780321508,18.8947921787374,,
2010,AFW,51.4170799255371,64.7975234985352,38.9419403076172,1647.14984698519,20.522992465592,,
2011,AFW,52.0264892578125,65.8963088989258,40.8010292053223,1824.72282666403,22.2462123926665,,
2012,AFW,52.5731086730957,66.4948806762695,42.2815017700195,1920.11991168727,19.1943907479079,,
2013,AFW,53.4217491149902,66.9059600830078,47.2872581481934,2113.31698591778,23.3940552916127,,
2014,AFW,54.1411399841309,67.3131332397461,43.2917213439941,2204.99569969979,22.4751322893428,,
2015,AFW,55.0066184997559,68.1988983154297,44.511589050293,1845.76780421108,22.8203868058116,,
2016,AFW,55.4657783508301,68.7555999755859,43.0852012634277,1616.84319800249,27.4318189343454,,
2017,AFW,56.4721984863281,68.1461715698242,43.2377891540527,1560.16299864482,22.9020760639394,,
2018,AFW,59.7473487854004,68.1347885131836,43.544921875,1703.89639222804,28.2393196097942,,
2019,AFW,59.5536689758301,68.1149826049805,44.7819519042969,1783.65436491191,26.3549181970993,,
2020,AFW,59.703239440918,68.3626098632812,45.6518211364746,1664.24917643553,24.742298209503,,
2021,AFW,60.0073204040527,68.9753494262695,46.538330078125,1747.84054911545,25.9044159900687,,
2022,AFW,60.2908515930176,67.7182922363281,46.209041595459,1777.23501216669,25.3572670585177,,
2023,AFW,60.5055503845215,68.0491027832031,46.6294403076172,1568.72431045118,31.2519000255853,,
1990,AGO,,,9.1802396774292,965.866840464665,,,0.0
1991,AGO,,30.9694499969482,9.68000030517578,881.919488130062,,,
1992,AGO,,,10.8827600479126,668.706017459877,,,
1993,AGO,,,,449.727894936295,,,
1994,AGO,,,,334.973590276074,,,
1995,AGO,,,,404.29481849612,,,
1996,AGO,,,,531.11713680614,,,0.000776
1997,AGO,,,,521.702725075533,,,0.00567
1998,AGO,,,11.3911800384522,429.188654099367,,,0.0185
1999,AGO,,,11.293270111084,392.725539027496,,,0.072
2000,AGO,,,12.8563404083252,563.733795571487,3.5,67.2,0.105
2001,AGO,67.0,,14.4628095626831,533.586202412447,9.5,,0.136
2002,AGO,,,15.6130504608154,882.147847234303,2.8,,0.27
2003,AGO,,,,992.698979254665,2.3,,0.371
2004,AGO,,,,1266.21086410236,1.7,,0.465
2005,AGO,,,,1916.46842218625,1.0,,1.14
2006,AGO,,,,2617.05196022633,0.7,,1.5
2007,AGO,,,,3141.0459797605,,,1.7
2008,AGO,,41.1754112243652,22.3172206878662,4103.0669003635,6.6,68.9,1.9
2009,AGO,,40.9657402038574,23.8500499725342,3136.64546955947,,,2.3
2010,AGO,,42.2859001159668,27.6820907592773,3597.34293216332,,,2.8
2011,AGO,,49.0943412780762,27.9312000274658,4615.91059831778,,,4.7
2012,AGO,,,,5086.02740086376,,,7.7
2013,AGO,,,,5057.74787833163,,,13.0
2014,AGO,66.0,,,5005.9997412707,,,21.4
2015,AGO,66.2358627319336,,,3213.90261080059,3.8,,22.0
2016,AGO,,,53.5814514160156,1807.95294072643,,,23.2
2017,AGO,,,,2437.25971190821,,,26.0
2018,AGO,,,,2538.59139143371,7.3,78.0,29.0
2019,AGO,,,,2189.85571407618,,,32.1
2020,AGO,,,,1449.92286669308,,,36.6
2021,AGO,,59.6232604980469,52.5437698364258,1925.87466082167,,,39.4
2022,AGO,72.4000015258789,61.0302848815918,,2929.69445467272,,,42.1
2023,AGO,,,,2308.15976731274,,,44.8
2024,AGO,,,,,,,
1990,ALB,,,89.9155120849609,617.230435515505,100.0,,0.0
1991,ALB,,,91.4158477783203,336.586994504629,100.0,,
1992,ALB,,,77.9591064453125,200.852219772323,100.0,,
1993,ALB,,,70.0243377685547,367.279225077581,100.0,,
1994,ALB,,,67.8661270141602,586.416135130865,100.0,,
1995,ALB,,,67.4602584838867,750.604449178826,100.0,,0.0112
1996,ALB,,90.5327835083008,66.7441864013672,1009.97711053398,100.0,47.9,0.0322
1997,ALB,,,67.0927429199219,717.380047745673,100.0,,0.0486
1998,ALB,,,68.6502532958984,813.789396580449,100.0,,0.065
1999,ALB,,,69.28466796875,1033.24253162418,100.0,,0.0814
2000,ALB,,,,1126.68334010717,100.0,,0.114
2001,ALB,99.0,,,1281.6598256178,100.0,,0.326
2002,ALB,,,74.5389175415039,1425.12421860142,100.0,52.1,0.39
2003,ALB,,109.427757263184,77.751823425293,1846.12012081207,100.0,,0.972
2004,ALB,,105.375846862793,78.9801864624023,2373.58129170055,100.0,,2.42
2005,ALB,,,82.9714279174805,2673.78781583529,100.0,40.4,6.04
2006,ALB,,,84.3257675170898,2972.74362094736,100.0,,9.61
2007,ALB,,108.387466430664,86.2188568115234,3595.03829536404,100.0,,15.0
2008,ALB,96.0,109.742630004883,87.8338394165039,4370.53971639449,100.0,33.4,23.9
2009,ALB,,108.645553588867,89.3157196044922,4114.13403283023,100.0,,41.2
2010,ALB,,102.078811645508,93.6818237304688,4094.34968570481,100.0,,45.0
2011,ALB,97.0,100.500961303711,95.4705276489258,4437.14116097061,100.0,,47.0
2012,ALB,97.0,117.00846862793,97.6080703735352,4247.63134315945,99.9,36.7,49.4
2013,ALB,,91.1192092895508,102.903213500977,4413.06338346821,99.8,,51.8
2014,ALB,,105.693672180176,103.321380615234,4578.63320812155,99.9,38.7,54.3
2015,ALB,,98.7887878417969,102.440727233887,3952.80357364813,100.0,25.4,56.9
2016,ALB,,99.5973587036133,99.1707611083984,4124.05538986272,99.7,25.5,59.6
2017,ALB,98.8162307739258,106.449691772461,97.5743713378906,4531.03220675893,99.7,25.5,62.4
2018,ALB,,102.894180297852,98.8223876953125,5365.48934672897,100.0,18.2,65.4
2019,ALB,,98.717529296875,99.0151519775391,5460.42823730592,100.0,14.9,68.6
2020,ALB,,99.2719268798828,95.9294509887695,5370.77862312929,100.0,13.7,72.2
2021,ALB,,97.2184371948242,97.6650314331055,6413.28328605026,100.0,,79.3
2022,ALB,98.5,101.176277160645,97.3224716186523,6846.42614266044,100.0,,82.6
2023,ALB,,95.1351470947266,96.1368789672852,8575.17113446213,100.0,,83.1
1990,AND,,,,19563.6574722488,100.0,,0.0
1991,AND,,,,19533.2620668023,100.0,,
1992,AND,,,,20099.5352208543,100.0,,
1993,AND,,,,15916.8395162087,100.0,,
1994,AND,,,,15748.5307503373,100.0,,
1995,AND,,,,18443.2545197741,100.0,,
1996,AND,,,,19130.1597151312,100.0,,1.53
1997,AND,,,,18247.9995651361,100.0,,3.05
1998,AND,,,,18536.5084282698,100.0,,6.89
1999,AND,,,,18875.2883698571,100.0,,7.64
2000,AND,,,,21810.2487431414,100.0,,10.5
2001,AND,,,,23511.2951475737,100.0,,
2002,AND,,97.9532165527344,76.6895217895508,26528.130158144,100.0,,11.3
2003,AND,,102.439018249512,76.0657272338867,34063.5784034776,100.0,,13.5
2004,AND,,100.962860107422,76.2195129394531,39021.1278101878,100.0,,26.8
2005,AND,,,86.0861587524414,40829.801876968,100.0,,37.6
2006,AND,,,86.146598815918,43467.2109930745,100.0,,48.9
2007,AND,,,84.9232788085938,48336.2283329823,100.0,,70.9
2008,AND,,,85.1802673339844,49132.515707808,100.0,,70.0
2009,AND,,,86.7272262573242,43975.0183668093,100.0,,78.5
2010,AND,,,89.9800491333008,42746.8309526019,100.0,,81.0
2011,AND,,,93.692268371582,46657.1561173756,100.0,,81.0
2012,AND,,,92.2807006835938,41500.5435791686,100.0,,82.7
2013,AND,,,90.9656677246094,42470.3161159692,100.0,,84.4
2014,AND,,66.2775573730469,91.8740692138672,44369.659691379,100.0,,86.1
2015,AND,,66.0949935913086,92.5457992553711,38654.9347203095,100.0,,87.9
2016,AND,,68.4967269897461,94.2090682983398,40129.8192007698,100.0,,89.7
2017,AND,,65.8163299560547,94.3697509765625,40672.9943348258,100.0,,91.6
2018,AND,,66.7091827392578,95.0905990600586,42819.7745797624,100.0,,
2019,AND,,64.2213592529297,95.6840591430664,41257.8045846483,100.0,,90.7
2020,AND,,62.7099685668945,96.4627532958984,37361.0900666982,100.0,,93.2
2021,AND,,62.0689697265625,97.3252334594727,42425.6996756291,100.0,,93.9
2022,AND,,,97.4890365600586,42414.0590092117,100.0,,94.5
2023,AND,,69.3333282470703,99.7635498046875,46812.4484486309,100.0,,95.4
1990,ARB,54.795768737793,68.3942337036133,50.8580513000488,2875.25714161315,,,
1991,ARB,55.8037490844727,68.5791320800781,51.0616989135742,2048.80975490464,,,
1992,ARB,56.8901710510254,69.364631652832,50.1839408874512,1996.3775644694,53.9378844157961,,
1993,ARB,57.6767883300781,69.5571670532227,50.8859100341797,1987.85773364854,56.1457676107795,,
1994,ARB,58.6223487854004,70.2924499511719,52.878490447998,2018.68579956117,57.4053751059047,,
1995,ARB,59.6062889099121,71.2307434082031,52.8887481689453,2081.02071196868,57.1228780387132,,
1996,ARB,60.7434005737305,72.2626419067383,52.7200508117676,2193.87330891973,59.4519572935105,,
1997,ARB,61.8547515869141,72.9951095581055,53.9447288513184,2305.6160606318,60.2815839207377,,
1998,ARB,63.0504188537598,74.0501480102539,55.5271186828613,2192.61188801001,61.7380149426422,,
1999,ARB,64.1246185302734,75.0925064086914,56.7634010314941,2378.95049111508,62.7133928460403,,
2000,ARB,65.1314315795898,74.9533462524414,58.0424194335938,2664.16579571488,68.747452262219,,
2001,ARB,66.2609481811523,76.1357727050781,59.586311340332,2536.711964719,70.3744183296798,,
2002,ARB,67.2946319580078,76.7804565429688,60.7097206115723,2483.10723424941,69.9734196803113,,
2003,ARB,70.01904296875,78.2996063232422,62.6738510131836,2696.67230474801,71.8102547505371,,
2004,ARB,70.8691711425781,79.8977127075195,64.2889099121094,3133.73687664723,68.1104543011029,,
2005,ARB,71.4038467407227,81.0563812255859,64.3384780883789,3750.50855449002,69.7550506993053,,
2006,ARB,69.1949996948242,79.3520278930664,64.1244812011719,4355.08762186879,73.3951380867637,,
2007,ARB,70.0446472167969,81.2041320800781,63.0197982788086,4940.70226511719,70.0083778353685,,
2008,ARB,71.0101776123047,82.8567199707031,63.3075981140137,6091.93206445673,69.802638414058,,
2009,ARB,69.7459564208984,81.9507827758789,64.8844833374023,5134.45006055159,70.7748333542693,,
2010,ARB,70.4397125244141,83.5988311767578,65.8879928588867,5928.30479005386,74.4841103233441,,
2011,ARB,72.2035903930664,83.7963180541992,67.7056503295898,6883.37402358513,74.7596821805337,,
2012,ARB,73.0683670043945,84.9579162597656,68.2796173095703,7336.19770815465,73.8540707894392,,
2013,ARB,73.8112869262695,80.5733184814453,66.6243667602539,7311.29675508093,79.7503480487469,,
2014,ARB,74.3166122436523,80.9358901977539,67.1971969604492,7259.93672933779,78.3474082879061,,
2015,ARB,75.0205383300781,80.3013610839844,67.7873992919922,6203.70263640435,79.0338336424815,,
2016,ARB,73.7179565429688,80.0922622680664,68.2311019897461,5957.05983659325,79.9547931172795,,
2017,ARB,74.2122116088867,80.2224731445312,68.7453384399414,6005.39012863954,82.6531954655978,,
2018,ARB,74.5541229248047,81.1881790161133,68.9235305786133,6576.51663083912,83.4956101112728,,
2019,ARB,74.8075180053711,81.526741027832,69.118408203125,6525.21184312384,83.9248273889529,,
2020,ARB,75.1214599609375,82.603401184082,69.1489334106445,5648.34111789395,81.9557267207378,,
2021,ARB,75.5395736694336,82.9354629516602,69.9297790527344,6445.80726093411,82.2554754896319,,
2022,ARB,75.8184585571289,84.0000991821289,71.2276077270508,7658.40646973315,82.3620318847343,,
2023,ARB,76.1542587280273,85.4020385742188,70.6840667724609,7292.21040780618,83.9711063426043,,
1990,ARE,,84.1204986572266,54.3731384277344,26709.993440327,100.0,,0.0
1991,ARE,,90.8818588256836,58.6791305541992,25690.9686321448,100.0,,
1992,ARE,,91.0505676269531,62.544921875,25648.2727760844,100.0,,
1993,ARE,,89.4758682250977,67.4532928466797,25032.7822702907,100.0,,
1994,ARE,,90.1040191650391,73.8205413818359,25472.6396578979,100.0,,
1995,ARE,,90.1318435668945,78.7071228027344,27003.2006807782,100.0,,0.103
1996,ARE,,86.2679977416992,,28323.1650870532,100.0,,0.375
1997,ARE,,82.8324813842773,67.7566909790039,27982.7957040564,100.0,,3.3
1998,ARE,,82.7075119018555,62.6287002563477,24889.4269192279,100.0,,6.91
1999,ARE,,88.8080520629883,,25855.8605046587,100.0,,14.9
2000,ARE,,94.9609298706055,,29865.502347066,100.0,,23.6
2001,ARE,,112.732223510742,,27745.1708087672,100.0,,26.3
2002,ARE,,108.380546569824,,27753.6089526346,100.0,,28.3
2003,ARE,,97.704963684082,,29659.5428567811,100.0,,29.5
2004,ARE,,94.6663131713867,,33376.7152295209,100.0,,30.1
2005,ARE,90.0,92.9555816650391,,38719.3138307623,100.0,,40.0
2006,ARE,,89.105842590332,,44342.6048322482,100.0,,52.0
2007,ARE,,87.9011688232422,,45854.7325158162,100.0,,61.0
2008,ARE,,,,50054.1700681803,100.0,,63.0
2009,ARE,,68.6455612182617,,37803.0663738777,100.0,,64.0
2010,ARE,,69.1126327514648,,43696.6712597922,100.0,,68.0
2011,ARE,,69.3987197875977,,50789.0505418347,100.0,,78.0
2012,ARE,,74.0050582885742,,52034.4762466073,100.0,,85.0
2013,ARE,,75.5917587280273,,52023.5170958751,100.0,0.0,88.0
2014,ARE,,77.8595428466797,,51381.4069909213,100.0,,90.4
2015,ARE,,79.8213500976562,,43534.9972681733,100.0,,90.5
2016,ARE,,,79.0212707519531,41326.4018161834,100.0,,90.6
2017,ARE,,,81.2523574829102,42340.5917145576,100.0,,94.8
2018,ARE,,,,45689.8570040215,100.0,0.4,98.5
2019,ARE,98.0,84.0476379394531,82.3568878173828,44251.4541390148,100.0,,99.2
2020,ARE,,81.5337524414062,83.4686508178711,37173.8754100281,100.0,,100.0
2021,ARE,98.0,,,43360.0211014806,100.0,,100.0
2022,ARE,98.0,,,49899.0652978649,100.0,,100.0
2023,ARE,,99.1737899780273,101.944969177246,49040.6947525825,100.0,,100.0
1990,ARG,,,72.4082183837891,4315.33329358672,78.8945883201315,,0.0
1991,ARG,96.0,,73.7480773925781,5709.24784079504,79.2542709682829,14.3,
1992,ARG,,,,6789.99611136495,79.7786350872369,14.9,0.00299
1993,ARG,,,,6931.85596375876,80.3337006585459,15.1,0.0295
1994,ARG,,97.7695236206055,71.0865631103516,7437.56242327594,80.9358863354632,15.7,0.0437
1995,ARG,,,,7357.6162773788,81.608093422829,20.5,0.0863
1996,ARG,,92.6410675048828,78.9764022827148,7663.21271287469,82.3698768370974,22.4,0.142
1997,ARG,,92.3633880615234,74.9484329223633,8146.78710021431,83.247062020095,21.3,0.28
1998,ARG,,101.253288269043,81.1133804321289,8218.99212764682,84.2638406906497,23.3,0.831
1999,ARG,,99.4889907836914,92.7628402709961,7705.54288252851,85.4318646348945,24.2,3.28
2000,ARG,,99.7241821289062,96.6217880249023,7637.01489203628,91.8,26.3,7.04
2001,ARG,97.0,99.186408996582,98.0622406005859,7141.47507662826,88.6,31.1,9.78
2002,ARG,,101.835418701172,97.468132019043,2569.69963519124,92.6,44.4,10.9
2003,ARG,,99.5026397705078,96.5058364868164,3320.47775133903,92.9,29.7,11.9
2004,ARG,,97.7836380004883,95.9976196289062,4242.02099089422,93.2,24.9,16.0
2005,ARG,,94.82763671875,94.1866607666016,5067.65342293276,93.4,21.0,17.7
2006,ARG,,95.8469924926758,92.9617309570312,5869.38028970204,93.6,16.9,20.9
2007,ARG,,98.6377868652344,92.6104202270508,7185.25155147027,93.8,15.6,25.9
2008,ARG,,102.386627197266,93.5038223266602,8944.1102657357,94.0,14.2,28.1
2009,ARG,,103.046852111816,96.6370162963867,8150.23527028221,94.2,12.9,34.0
2010,ARG,,103.408630371094,99.2300033569336,10260.1313108254,98.6,11.4,45.0
2011,ARG,,103.409629821777,100.993843078613,12704.2831819684,97.8,9.1,51.0
2012,ARG,,103.75479888916,102.782302856445,12949.717486654,96.1,8.6,55.8
2013,ARG,,103.374931335449,104.596748352051,12963.675773326,95.4,8.6,59.9
2014,ARG,,105.392601013184,106.092132568359,12233.1444119186,100.0,9.5,64.7
2015,ARG,,106.053131103516,107.549072265625,13679.6264980954,97.6,,68.0
2016,ARG,,106.544448852539,109.645942687988,12699.9623137756,99.3,9.2,71.0
2017,ARG,,101.581809997559,110.412406921387,14532.5009308511,100.0,8.2,74.3
2018,ARG,,100.281806945801,109.696998596191,11752.7998922979,99.9,10.4,77.7
2019,ARG,,100.38289642334,110.498527526855,9955.97478680428,100.0,12.0,79.9
2020,ARG,,103.837791442871,112.416679382324,8535.59938004389,100.0,15.4,85.5
2021,ARG,,105.479530334473,116.559448242188,10738.0179223384,100.0,11.4,87.2
2022,ARG,,103.231628417969,115.434867858887,13935.6811110049,100.0,10.9,88.4
2023,ARG,,,,14187.4827252965,100.0,,89.2
2024,ARG,,,,,,,
1990,ARM,,,,635.355327502517,,,0.0
1991,ARM,,,91.783447265625,572.740260900977,,,
1992,ARM,,,89.3811721801758,356.350780006933,,,
1993,ARM,,,94.8483200073242,347.870644720878,,,
1994,ARM,,106.909683227539,97.289421081543,390.879964297655,,,0.00912
1995,ARM,,,,443.924860857976,,,0.0527
1996,ARM,,,91.1949081420898,487.068624404558,,,0.0946
1997,ARM,,90.6225814819336,90.0146484375,505.035887057966,,,0.112
1998,ARM,,,78.0889587402344,590.239947333459,,,0.129
1999,ARM,,,78.1027297973633,582.669886150895,,82.3,0.971
2000,ARM,,,90.1155776977539,593.450581742282,98.5,,1.3
2001,ARM,99.0,,85.9923095703125,659.588988535629,100.0,83.8,1.63
2002,ARM,,83.7433776855469,,742.651118319819,95.8,82.9,1.96
2003,ARM,,86.7742309570312,,882.030167695474,98.9,82.6,4.58
2004,ARM,,100.005928039551,84.5256576538086,1130.08791444158,98.9,73.5,4.9
2005,ARM,,93.4663162231445,86.7430114746094,1557.48458908655,99.6,67.5,5.25
2006,ARM,,92.0257110595703,89.1132202148438,2041.65267068997,98.9,62.8,5.63
2007,ARM,,96.7462768554688,89.9713287353516,2962.70234594569,98.9,56.0,6.02
2008,ARM,,98.6576766967773,89.1584701538086,3777.66859313767,98.9,52.1,6.21
2009,ARM,,,94.7720184326172,2820.5926553347,99.0,60.7,15.3
2010,ARM,,91.5400009155273,100.519088745117,3041.34450723339,100.0,62.1,25.0
2011,ARM,100.0,93.4741592407227,90.0805282592773,3349.55309771906,99.3,59.3,32.0
2012,ARM,,93.5642013549805,,3511.56399687426,99.2,55.2,37.5
2013,ARM,,,84.4040374755859,3680.16692158886,99.4,53.1,41.9
2014,ARM,,94.6037063598633,84.9311065673828,3852.11800610384,99.8,51.1,54.6
