year,country,"literacy rate, adult total (% of people ages 15 and above)","primary completion rate, total (% of relevant age group)","school enrollment, secondary (% gross)",gdp per capita (current us$),"access to electricity, rural (% of rural population)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),individuals using the internet (% of population)
2005,PNG,,,,744.486489977433,6.5,,1.72
2006,PNG,,,,1238.18282926706,5.0,,1.75
2007,PNG,,,,1370.753415829,7.4,,1.79
2008,PNG,,,,1624.79319935188,7.9,,1.15
2009,PNG,,,,1568.83193368607,9.3,90.2,1.61
2010,PNG,61.5999984741211,,,1866.86889851208,11.8,,1.28
2011,PNG,,,,2288.37591141234,9.5,,2.0
2012,PNG,,,37.1345100402832,2635.0873631547,9.9,,3.5
2013,PNG,,,,2560.77458976327,10.3,,5.1
2014,PNG,,70.7155838012695,,2723.17529825196,10.8,,6.5
2015,PNG,,,,2484.5963398603,11.3,,7.9
2016,PNG,,73.6570205688477,,2316.39479758492,5.6,,9.6
2017,PNG,70.0636825561523,,,2477.76530986323,12.3,,11.2
2018,PNG,,,44.4107818603516,2566.36833735041,10.5,,
2019,PNG,,,,2575.77274251891,17.1,,20.0
2020,PNG,,,,2429.61134586681,13.6,,24.4
2021,PNG,,,,2607.57861884395,14.0,,23.2
2022,PNG,,,,3101.71063200047,14.0,,23.7
2023,PNG,,,,2957.68262498549,13.4,,24.1
1990,POL,,96.9656524658203,85.3475570678711,1731.2095094382,100.0,,0.0
1991,POL,,95.8393936157227,85.4664535522461,2235.54108862522,100.0,,0.00523
1992,POL,,97.2387619018555,86.2679977416992,2459.02068468253,100.0,,0.0521
1993,POL,,100.575332641602,94.0796203613281,2497.13055936127,100.0,,0.13
1994,POL,,99.167236328125,95.6732711791992,2874.83163555069,100.0,,0.389
1995,POL,,95.8238830566406,94.4389419555664,3700.95956775144,100.0,,0.648
1996,POL,,96.6984786987305,95.2449798583984,4163.51195431959,100.0,,1.3
1997,POL,,98.3542175292969,98.3024063110352,4137.00831823145,100.0,,2.07
1998,POL,,96.5334930419922,98.6170120239258,4533.5356551781,100.0,,4.1
1999,POL,,98.5726776123047,99.905387878418,4415.50067547826,100.0,,5.46
2000,POL,,98.4054336547852,100.596076965332,4520.64100449111,100.0,,7.29
2001,POL,,98.8245468139648,101.693962097168,5015.23790036613,100.0,,9.9
2002,POL,,98.6820526123047,103.719223022461,5223.45178967082,100.0,,21.2
2003,POL,,98.8339385986328,106.250358581543,5720.81366178104,100.0,,24.9
2004,POL,,99.1626205444336,98.4879837036133,6711.72715262967,100.0,16.2,32.5
2005,POL,,99.0161437988281,101.085952758789,8043.92332253757,100.0,12.5,38.8
2006,POL,,99.1771392822266,100.597557067871,9068.85528307627,100.0,9.2,44.6
2007,POL,,98.6768035888672,100.348258972168,11272.5293683383,100.0,5.7,48.6
2008,POL,,,99.9508209228516,14048.5604672654,99.9,4.5,53.1
2009,POL,,96.741569519043,99.6487579345703,11556.3026866026,100.0,4.3,59.0
2010,POL,,97.2561798095703,100.207778930664,12567.7317676382,100.0,4.1,62.3
2011,POL,,96.9912872314453,100.617851257324,13867.6669408192,100.0,4.0,62.0
2012,POL,,96.8246231079102,100.56485748291,13087.420943321,100.0,4.3,62.3
2013,POL,,96.3275833129883,111.516960144043,13621.9023794031,100.0,3.9,62.8
2014,POL,,96.2011032104492,110.031021118164,14262.2841914116,100.0,3.8,66.6
2015,POL,,99.4639892578125,109.41478729248,12637.5220324406,100.0,3.4,68.0
2016,POL,,100.437339782715,109.117248535156,12464.0110508476,100.0,2.4,73.3
2017,POL,,105.238327026367,109.45922088623,13913.3402919927,100.0,1.7,76.0
2018,POL,,94.1822814941406,110.541938781738,15658.2120316794,100.0,1.4,77.5
2019,POL,,94.6803894042969,109.753303527832,15874.5220531254,100.0,0.8,80.4
2020,POL,,,112.576263427734,15987.5753654045,100.0,1.1,83.2
2021,POL,99.8000030517578,,110.52970123291,18635.5104895754,100.0,0.9,85.4
2022,POL,,98.2533493041992,108.48217010498,18891.2121169279,100.0,,86.9
2023,POL,,,,22056.6661704127,100.0,,86.4
2024,POL,,,,,,,
1990,PRE,51.1485404968262,54.2031898498535,20.1534099578857,938.863867179801,,,
1991,PRE,51.6409683227539,54.9984893798828,20.2908897399902,515.783490370981,,,
1992,PRE,52.1304397583008,54.321418762207,20.3424606323242,390.74430540958,,,
1993,PRE,52.6464996337891,55.3687705993652,20.4381198883057,395.958062901839,,,
1994,PRE,53.2534103393555,54.5146713256836,20.7220191955566,399.944348648599,,,
1995,PRE,53.6715087890625,54.5280914306641,20.9918098449707,570.727667793504,,,
1996,PRE,54.3509407043457,54.969310760498,20.9325103759766,673.243641189152,,,
1997,PRE,55.2248306274414,54.8531188964844,20.9164295196533,719.362441538345,,,
1998,PRE,55.8931503295898,54.1834411621094,21.3722190856934,739.728210748786,,,
1999,PRE,56.8141784667969,54.7659187316895,21.7301502227783,447.767412246072,,,
2000,PRE,55.3288917541504,54.8325691223145,22.5767498016357,502.708126340942,13.0133795755218,,
2001,PRE,56.2317810058594,56.2845916748047,23.8262805938721,464.939636150915,13.6265382836915,,
2002,PRE,57.0948181152344,57.3420906066895,24.8846702575684,519.046330458289,13.7630016347402,,
2003,PRE,57.5724182128906,58.138500213623,26.2420692443848,548.762783015462,15.0933550086662,,
2004,PRE,58.1347198486328,59.1827392578125,28.035530090332,663.796143031797,13.3601640566111,,
2005,PRE,57.6999816894531,60.9143600463867,28.8515796661377,802.800968402786,14.5516193350119,,
2006,PRE,56.5396881103516,63.8297500610352,29.8427295684814,980.679604433525,15.0877786221633,,
2007,PRE,55.4262313842773,63.4625282287598,30.3850002288818,1153.86052406111,14.4192935738198,,
2008,PRE,55.7273597717285,63.8082695007324,32.9657897949219,1397.62971557673,15.6041920081206,,
2009,PRE,54.5551414489746,67.1272277832031,35.1186904907227,1229.7763068552,17.4314316220868,,
2010,PRE,55.2664489746094,66.4567108154297,37.2382202148438,1394.91487442291,16.2263853672757,,
2011,PRE,56.961669921875,66.8515777587891,38.2819213867188,1569.07453638517,19.4945877012236,,
2012,PRE,58.2878608703613,67.2300567626953,39.4501113891602,1656.47257454939,21.1028344412487,,
2013,PRE,59.2098007202148,67.1893997192383,42.2226104736328,1764.45211574454,21.7225232998525,,
2014,PRE,59.8719100952148,67.4355392456055,40.9358291625977,1816.54049000952,22.6637055970009,,
2015,PRE,60.4760398864746,67.5300598144531,41.5208015441895,1501.73812551821,19.9154307480799,,
2016,PRE,61.0723991394043,67.8647384643555,41.0868301391602,1300.83530095102,26.831085081544,,
2017,PRE,62.145149230957,68.189079284668,41.5494995117188,1320.99787807449,25.6946984110031,,
2018,PRE,63.7733383178711,68.7490692138672,41.9691886901855,1432.1297922805,28.4567288371213,,
2019,PRE,63.9861602783203,68.6579208374023,42.5599517822266,1469.63291800162,28.821064722757,,
2020,PRE,64.2668380737305,69.229133605957,43.1926612854004,1313.17035996031,28.3198798320563,,
2021,PRE,64.7228698730469,70.023811340332,43.601978302002,1404.30365764781,29.77758668792,,
2022,PRE,65.1864776611328,69.205451965332,43.3968696594238,1567.28039263333,29.4023260472685,,
2023,PRE,65.5718994140625,,,1453.26226755311,32.2230134174047,,
1990,PRI,90.0,,,8652.50749222505,99.7652157061994,,0.0
1991,PRI,,,,9064.01851711486,99.8998462690734,,
1992,PRI,,,,9659.33889995916,99.9794902741936,,
1993,PRI,,,,10212.2767630564,100.0,,
1994,PRI,,,,10876.4188239898,100.0,,0.0273
1995,PRI,,,,11579.1849969985,100.0,,0.135
1996,PRI,,,,12173.163688986,100.0,,0.268
1997,PRI,,,,12817.6449621352,100.0,,1.33
1998,PRI,,,,14304.4049868015,100.0,,2.65
1999,PRI,,,,15220.9913420267,100.0,,5.27
2000,PRI,,,,16192.1269719638,100.0,,10.5
2001,PRI,,,,18123.1987019918,100.0,,15.6
2002,PRI,,,,18731.4593897378,100.0,,17.5
2003,PRI,,,,19557.1202492358,100.0,,19.7
2004,PRI,,,,20988.9923326534,100.0,,22.1
2005,PRI,,,,21959.322696986,100.0,,23.4
2006,PRI,,,,22935.9411586313,100.0,,25.4
2007,PRI,,,,23664.8823485096,100.0,,27.9
2008,PRI,,,,24898.3345857045,100.0,,38.0
2009,PRI,,,88.2187881469727,25768.7258883384,100.0,,41.5
2010,PRI,92.0,,87.043830871582,26435.74878578,100.0,,45.3
2011,PRI,,,83.2748794555664,27278.8830499205,100.0,,48.0
2012,PRI,,,85.0389633178711,27944.7338937424,100.0,,69.0
2013,PRI,,,87.8342132568359,28513.1657351067,100.0,,69.0
2014,PRI,,,90.3880081176758,28981.4573305866,100.0,,76.1
2015,PRI,,90.6042022705078,99.7226028442383,29763.4883013861,100.0,,63.5
2016,PRI,,,89.1104507446289,30627.1634017011,100.0,,68.6
2017,PRI,92.0,,,31108.7527508912,100.0,,68.7
2018,PRI,,85.7712020874023,93.1135482788086,31615.0667918433,100.0,,70.9
2019,PRI,,,,32916.866800639,100.0,,77.7
2020,PRI,,,,31427.4291136799,100.0,,
2021,PRI,92.4000015258789,,,32619.250416757,100.0,,84.8
2022,PRI,,,,35268.0791015719,100.0,,87.3
2023,PRI,,69.1488037109375,113.633651733398,36779.0594913858,100.0,,
1990,PRK,,,,,,,0.0
1991,PRK,,,,,,,
1992,PRK,,,,,,,
1993,PRK,,,,,,,
1994,PRK,,,,,,,
1995,PRK,,,,,,,
1996,PRK,,,,,,,
1997,PRK,,,,,,,0.0
1998,PRK,,,,,,,0.0
1999,PRK,,,,,,,0.0
2000,PRK,,,,,,,0.0
2001,PRK,,,,,,,0.0
2002,PRK,,,,,,,0.0
2003,PRK,,,,,,,0.0
2004,PRK,,,,,,,0.0
2005,PRK,,,,,,,0.0
2006,PRK,,,,,,,0.0
2007,PRK,,,,,,,0.0
2008,PRK,100.0,,,,,,0.0
2009,PRK,,99.2890472412109,,,,,0.0
2010,PRK,,,,,,,0.0
2011,PRK,,,,,,,0.0
2012,PRK,,,,,,,0.0
2013,PRK,,,,,,,
2014,PRK,,,,,,,
2015,PRK,,,95.9569625854492,,,,
2016,PRK,,,,,,,
2017,PRK,,,,,,,
2018,PRK,99.9981918334961,,,,,,
2019,PRK,,,,,,,
2020,PRK,,,,,,,
2021,PRK,,,,,,,
2022,PRK,,,,,,,
2023,PRK,,,,,,,
1990,PRT,,,59.0277481079102,7884.61798756332,100.0,,0.0
1991,PRT,88.0,,66.9840087890625,8958.9853330247,100.0,,0.1
1992,PRT,,,77.3100967407227,10810.5665079626,100.0,,0.25
1993,PRT,,,94.3185272216797,9534.6563637308,100.0,,0.45
1994,PRT,,,102.231628417969,9977.31990905771,100.0,,0.719
1995,PRT,,,106.565963745117,11781.3618502221,100.0,,1.49
1996,PRT,,,110.345077514648,12185.0914010629,100.0,,2.98
1997,PRT,,,,11575.5071124358,100.0,,4.95
1998,PRT,,,109.199592590332,12199.206385024,100.0,,9.87
1999,PRT,,,107.172782897949,12475.2917701476,100.0,,14.7
2000,PRT,,,108.372886657715,11526.3720667968,100.0,,16.4
2001,PRT,,,108.49845123291,11734.7649743954,100.0,,18.1
2002,PRT,,,109.794471740723,12936.6928204482,100.0,,19.4
2003,PRT,,,108.311233520508,15797.7821340276,100.0,4.0,29.7
2004,PRT,,,95.0831298828125,18064.1580932987,100.0,3.3,31.8
2005,PRT,,,96.4346008300781,18780.12751241,100.0,3.3,35.0
2006,PRT,,,95.6554183959961,19839.4540499032,100.0,3.0,38.0
2007,PRT,,,99.3079605102539,22811.0564844365,100.0,2.2,42.1
2008,PRT,,,101.609558105469,24949.0413566739,100.0,2.9,44.1
2009,PRT,,,105.083099365234,23151.2154130712,100.0,2.3,48.3
2010,PRT,,,107.523330688477,22551.935098809,100.0,2.6,53.3
2011,PRT,94.0,,108.864181518555,23246.5425416481,100.0,3.7,55.3
2012,PRT,,,110.332092285156,20593.4274224109,100.0,5.5,60.3
2013,PRT,,,119.166061401367,21676.4859642714,100.0,5.4,62.1
2014,PRT,,,114.980697631836,22120.6850127107,100.0,4.7,64.6
2015,PRT,,,116.871742248535,19215.7813014347,100.0,3.6,68.6
2016,PRT,,,115.640090942383,19980.2808866516,100.0,3.6,70.4
2017,PRT,,,117.426628112793,21442.3842768879,100.0,2.3,73.8
2018,PRT,,99.7984313964844,118.456207275391,23541.1401075289,100.0,2.1,74.7
2019,PRT,,101.299987792969,119.535041809082,23343.3628970034,100.0,1.5,75.3
2020,PRT,,102.536422729492,118.360000610352,22299.4044062173,100.0,2.6,78.3
2021,PRT,96.7799987792969,104.018020629883,118.324661254883,24711.4510062111,100.0,1.7,82.3
2022,PRT,,103.52059173584,121.978561401367,24620.519556875,100.0,,84.5
2023,PRT,,,,27331.2094945255,100.0,,85.8
2024,PRT,,,,,,,
1990,PRY,,70.4674301147461,32.411979675293,1440.15829610029,,21.8,0.0
1991,PRY,,74.9957733154297,32.7748413085938,1685.26890082621,,,
1992,PRY,90.0,75.4560394287109,35.3939018249512,1682.67444777611,,,
1993,PRY,,82.0191497802734,39.4299812316895,1661.70955306218,,,
1994,PRY,,81.1325302124023,41.3725204467773,1760.28807083292,,,
1995,PRY,,82.4586410522461,44.3042984008789,1978.71514099575,56.7981138356986,43.6,
1996,PRY,,85.9393005371094,46.9069290161133,2088.17109102236,74.0779606768557,,0.0204
1997,PRY,,,50.4885215759277,2078.50841313824,73.6248952791577,38.0,0.0996
1998,PRY,,95.4111022949219,54.7281684875488,1889.88455618586,76.3670681804233,,0.195
1999,PRY,,91.6709671020508,61.4332618713379,1766.30657288259,77.6570857939227,41.4,0.382
2000,PRY,,94.0069198608398,64.6615600585938,1736.11729210765,79.5,,0.748
2001,PRY,,93.8073501586914,68.4785614013672,1637.68615122932,82.3,39.5,1.1
2002,PRY,,95.0726470947266,70.1372222900391,1367.76506935997,83.7,51.7,1.79
2003,PRY,,97.2891464233398,67.7881088256836,1443.99885236205,85.6,44.7,2.11
2004,PRY,,96.5530395507812,69.1493301391602,1786.21533938543,87.5,42.8,3.45
2005,PRY,,97.7110366821289,69.0906524658203,1970.87169852378,89.6,39.1,7.91
2006,PRY,,97.609619140625,68.7788619995117,2439.43124694576,94.3,43.8,7.96
2007,PRY,95.0,99.3022537231445,69.0033798217773,3211.93621659546,93.1,40.3,11.2
2008,PRY,93.0,100.190818786621,70.4103469848633,4384.9546943793,93.4,37.2,14.3
2009,PRY,94.0,100.778289794922,71.3650970458984,3941.84815479271,94.7,35.7,18.9
2010,PRY,94.0,99.5178680419922,73.0419769287109,4750.96273669322,94.4,34.1,19.8
2011,PRY,,95.7307891845703,75.6274108886719,5805.40154543044,96.3,32.2,24.8
2012,PRY,94.0,94.6053009033203,82.5331420898438,5642.1699167298,95.1,27.0,29.3
2013,PRY,95.0,95.3276901245117,75.3813469133564,6435.68342733182,97.9,23.3,36.9
2014,PRY,95.0,98.0202484130859,,6652.25478942291,97.7,22.6,43.0
2015,PRY,96.0,95.6557922363281,,5879.33792308671,98.6,22.6,49.7
2016,PRY,95.0,95.5360717773438,82.3605499267578,5775.1596339946,96.1,23.7,53.4
2017,PRY,,,,6152.26711537703,98.5,21.0,61.1
2018,PRY,94.0,,,6258.44991640954,99.1,19.6,65.0
2019,PRY,93.0,,75.856393842696,5821.18199548637,99.4,19.7,68.5
2020,PRY,95.0,82.9859771728516,84.7876205444336,5365.47220721191,99.4,22.3,74.0
2021,PRY,,,84.2880096435547,5976.9317978996,100.0,20.8,77.0
2022,PRY,,86.167106628418,82.0107879638672,6205.62595379319,100.0,19.9,76.3
2023,PRY,,90.2502899169922,79.5136489868164,6276.35113919957,99.5,,78.1
2024,PRY,,,,,,,
1990,PSE,,,,,,,0.0
1991,PSE,,,,,,,
1992,PSE,,,,,,,
1993,PSE,,,,,,,
1994,PSE,,,,1201.58154213882,,,
1995,PSE,,82.6840896606445,65.2446975708008,1326.56285737146,,,
1996,PSE,,82.9532928466797,67.2980499267578,1317.46675131385,,,
1997,PSE,86.0,82.4443130493164,69.4878768920898,1389.16497137651,92.7752780570434,,
1998,PSE,,,,1465.04605685868,94.9529709556602,,
1999,PSE,,92.3831024169922,73.6262969970703,1499.49217657019,95.2748804096496,,
2000,PSE,,93.8019027709961,76.1698913574219,1476.17185000238,99.2,,1.11
2001,PSE,,96.5894470214844,78.3344192504883,1335.55319529359,99.1,,1.84
2002,PSE,,94.5989532470703,80.7321929931641,1156.21747345769,97.9,,3.1
2003,PSE,,100.812980651855,83.5183563232422,1257.69857009689,97.5,,4.13
2004,PSE,92.0,94.3513717651367,87.3714294433594,1422.19088643544,99.0,23.6,4.4
2005,PSE,,96.959098815918,88.8233337402344,1543.70141392774,99.1,21.5,16.0
2006,PSE,93.0,,90.4896697998047,1570.10439962728,99.4,19.7,18.4
2007,PSE,94.0,90.1670913696289,90.7039794921875,1664.24571669276,96.5,27.7,21.2
2008,PSE,94.0,90.8738327026367,89.9470062255859,2035.20234121766,99.5,,24.4
2009,PSE,94.0,92.2448577880859,89.799919128418,2191.78178736868,99.9,18.2,32.2
2010,PSE,95.0,96.6454467773438,88.7612609863281,2557.07562356699,99.9,18.9,37.4
2011,PSE,95.0,91.9521102905273,87.6216812133789,2880.79843707909,99.0,17.6,41.1
2012,PSE,96.0,90.8287887573242,87.0877532958984,3067.43872735614,99.3,,43.4
2013,PSE,96.0,94.0343399047852,86.5922012329102,3315.29753909282,99.6,,46.6
2014,PSE,96.0,96.7631912231445,86.3153991699219,3352.11259506043,100.0,,53.7
2015,PSE,96.0,95.9294967651367,86.9270935058594,3272.15432360708,99.6,,56.7
2016,PSE,97.0,94.806510925293,87.1568832397461,3527.61382413178,100.0,20.5,59.9
2017,PSE,97.0,99.0193786621094,88.2223892211914,3620.36048715937,99.6,,63.3
2018,PSE,97.0,95.7985076904297,88.1210632324219,3562.33094270256,100.0,,64.4
2019,PSE,97.0,95.0270767211914,88.8878326416016,3656.85827137011,100.0,,70.6
2020,PSE,98.0,99.0755310058594,89.0763092041016,3233.56863835858,100.0,,76.0
2021,PSE,,94.9236068725586,90.1905136108398,3678.63565662194,100.0,,82.2
2022,PSE,98.0,94.097282409668,89.6303024291992,3799.95527015163,100.0,,88.6
2023,PSE,,91.4648513793945,88.8576889038086,3372.34974423005,100.0,,86.6
1990,PSS,,90.0891723632812,61.1203689575195,1343.27719993773,,,
1991,PSS,,90.9049987792969,62.1448707580566,1404.20976030884,,,
1992,PSS,,90.251953125,64.2623977661133,1519.64826261818,,,
1993,PSS,,90.4318923950195,64.4940567016602,1573.63527304796,,,
1994,PSS,,90.1778106689453,64.2783126831055,1818.22509607487,,,
1995,PSS,,90.3810882568359,64.3072967529297,1948.7658660006,,,
1996,PSS,,90.1994018554688,64.0204467773438,2061.83692907551,,,
1997,PSS,,91.5009994506836,61.8381805419922,2037.02607814833,,,
1998,PSS,,91.7495727539062,61.411750793457,1729.29071213602,,,
1999,PSS,,89.2676086425781,62.1353912353516,1858.84965021622,41.0724664714479,,
2000,PSS,,87.63427734375,60.956901550293,1688.38767317609,54.6816428370949,,
2001,PSS,,90.2532501220703,61.6936416625977,1639.28206962823,56.1190219407847,,
2002,PSS,,90.40966796875,65.6016616821289,1697.33561681711,42.4382287575663,,
2003,PSS,,91.2059936523438,65.1119766235352,1999.39245403568,43.9618655813362,,
2004,PSS,,91.3355331420898,65.4278030395508,2272.93160533629,45.1915515381554,,
2005,PSS,,92.1120910644531,65.1728668212891,2494.43644460592,47.4021992640734,,
2006,PSS,,91.7735366821289,66.2566223144531,2589.16489945306,46.2391457069318,,
2007,PSS,,91.754753112793,66.4541702270508,2821.90373188277,68.751587204909,,
2008,PSS,,90.3089065551758,67.7798080444336,2991.50976118533,53.6809925040366,,
2009,PSS,,91.1234588623047,69.1765518188477,2670.95296237891,49.8902242585001,,
2010,PSS,,91.7300796508789,71.5173263549805,2903.74318440817,60.4166626445199,,
2011,PSS,,91.7979431152344,72.051872253418,3341.48828136858,61.8392229145508,,
2012,PSS,,92.206298828125,71.0317687988281,3494.91244207853,63.2948075835036,,
2013,PSS,,92.9088592529297,71.4235076904297,3586.99115572964,61.9007019119706,,
2014,PSS,,93.9726181030273,71.8240814208984,3847.34192203401,67.4901634892979,,
2015,PSS,,95.6576614379883,72.2568664550781,3710.01234754574,70.7607013734439,,
2016,PSS,,95.4600982666016,72.4316177368164,3844.35513216019,71.8593046141722,,
2017,PSS,,95.6102676391602,72.6160888671875,4097.0009326156,75.9524736214252,,
2018,PSS,,95.3661270141602,72.8087997436523,4245.78718413539,76.4762622242928,,
2019,PSS,,95.6589126586914,73.0088577270508,4170.32118081193,79.1567239376314,,
2020,PSS,,94.5102767944336,72.9494018554688,3666.59898132535,81.7879018475067,,
2021,PSS,,94.8053283691406,73.1927108764648,3638.30140671833,80.4230255695062,,
2022,PSS,,,,3892.77833317117,80.3183477482315,,
2023,PSS,,,,4146.4362061875,84.6985978791171,,
1990,PST,,99.2955474853516,94.9518966674805,19124.4243628542,99.9920226142786,,
1991,PST,,98.9847106933594,95.5691604614258,20031.3022090958,99.9909213951003,,
1992,PST,,98.8608322143555,96.5354537963867,21340.7754287922,99.9913272699697,,
1993,PST,,98.671142578125,98.7075119018555,21354.860419337,99.9939419757336,,
1994,PST,,99.1052398681641,100.624389648438,22742.5368816007,99.9970413733278,,
1995,PST,,99.4496612548828,100.736518859863,25095.4253792305,99.9990570830534,,
1996,PST,,99.3996276855469,101.270980834961,25075.516486781,99.9990826336055,,
1997,PST,,99.4179916381836,101.019180297852,24454.1577505992,99.9991093807226,,
1998,PST,,99.5355987548828,100.075996398926,24436.8418573898,99.9991377071069,,
1999,PST,,99.5297317504883,100.378593444824,25546.6357794145,99.9991676920636,,
2000,PST,,99.0454483032227,100.526809692383,25863.3247780056,99.2428228210502,,
2001,PST,,99.8062973022461,101.111679077148,25491.5973373962,99.2596469128511,,
2002,PST,,99.628303527832,101.433326721191,26457.7324451577,99.2480424154929,,
2003,PST,,99.7009506225586,101.655799865723,29520.5258687973,99.3319375285606,,
2004,PST,,100.050926208496,101.12825012207,32637.935974592,99.3735215998505,,
2005,PST,,100.139678955078,101.604339599609,34181.5023075417,99.4536404995519,,
2006,PST,,99.4491500854492,101.324989318848,35777.5948241471,99.4524044842192,,
2007,PST,,99.5606384277344,101.459770202637,38821.5839576953,99.5081447707756,,
2008,PST,,99.3615570068359,101.831352233887,40878.7953061808,99.5302608691697,,
2009,PST,,99.3114776611328,102.159912109375,38302.2646474915,99.5728872892102,,
2010,PST,,99.1731033325195,102.927757263184,39764.7050814575,99.6126735108701,,
2011,PST,,98.966911315918,102.620300292969,42607.6628380994,99.6530141154008,,
2012,PST,,98.8138122558594,102.710060119629,42350.2886484502,99.6736426024294,,
2013,PST,,98.9418487548828,105.554229736328,42626.330455677,99.7188689624088,,
2014,PST,,98.436149597168,105.853500366211,43293.4983124527,99.7641467688998,,
2015,PST,,98.3661880493164,105.688636779785,40778.3409479148,99.8008090744532,,
2016,PST,,98.0577926635742,105.554527282715,41527.3663304955,99.8518106416707,,
2017,PST,,97.9505081176758,105.692481994629,43153.6162371413,99.8999348980033,,
2018,PST,,97.9811096191406,105.054039001465,45562.8677932304,99.9394720583243,,
2019,PST,,98.6657867431641,105.252098083496,45916.4122663126,99.9804513048016,,
2020,PST,,98.8132934570312,105.223876953125,44858.1104615819,99.9913350436256,,
2021,PST,,99.0815200805664,105.29850769043,49980.4043268261,99.9959340234429,,
2022,PST,,96.8731384277344,104.039581298828,51063.6197488498,99.9968649590174,,
2023,PST,,96.860710144043,103.87638092041,54041.539692952,100.0,,
2024,PST,,,,,,,
1990,PYF,,,67.8507308959961,16293.1823294474,100.0,,0.0
1991,PYF,,,70.3046035766602,16414.8132696888,100.0,,
1992,PYF,,,73.0812683105469,17554.3737937032,100.0,,
1993,PYF,,,75.0310287475586,16469.7751983669,100.0,,
1994,PYF,,,,16806.0592491122,100.0,,
1995,PYF,,,,18850.3149185956,100.0,,
1996,PYF,,,,18475.7253329475,100.0,,0.091
1997,PYF,,,,16423.0214308681,100.0,,0.214
1998,PYF,,,,16759.7141702526,100.0,,1.32
1999,PYF,,,,16532.9022343754,100.0,,3.45
2000,PYF,,,,14978.324104668,100.0,,6.36
2001,PYF,,,,14640.9360062298,100.0,,6.25
2002,PYF,,,,16004.0583292112,100.0,,8.2
2003,PYF,,,,19582.8936395312,100.0,,14.1
2004,PYF,,,,21764.2203208782,100.0,,17.9
2005,PYF,,,,21984.1936230719,100.0,,21.5
2006,PYF,,,,22330.8676659055,100.0,,25.1
2007,PYF,,,,24888.1781337361,100.0,,28.6
2008,PYF,,,,26592.0262835732,100.0,,33.9
2009,PYF,,,,24434.2197555208,100.0,,44.6
2010,PYF,,,,22494.806706186,100.0,,49.0
2011,PYF,,,,22831.5185348524,100.0,,49.0
2012,PYF,,,,20846.5457478364,100.0,,52.9
2013,PYF,,,,21955.6329264095,100.0,,56.8
2014,PYF,,,,22258.6321384251,100.0,,60.7
2015,PYF,,,,19166.9594761931,100.0,,64.6
2016,PYF,,,,19690.0775734589,100.0,,68.4
2017,PYF,,,,20826.9312492172,100.0,,72.7
2018,PYF,,,,21925.616043938,100.0,,
2019,PYF,,,,21582.5892046801,100.0,,
2020,PYF,,,,20746.2720428286,100.0,,
2021,PYF,,,,21982.9038942614,100.0,,
2022,PYF,,,,20738.6499971661,100.0,,
2023,PYF,,,,,100.0,,
1990,QAT,,75.0262832641602,74.3616333007812,16721.6207714589,100.0,,0.0
1991,QAT,,78.3294372558594,75.9547805786133,15133.4969397069,100.0,,
1992,QAT,,73.1124725341797,77.6330871582031,16280.2938815273,100.0,,
1993,QAT,,72.9126510620117,86.7474365234375,14769.7193322522,100.0,,
1994,QAT,,73.4424896240234,89.439826965332,14764.8771355222,100.0,,
1995,QAT,,67.8864898681641,91.9361877441406,15822.5090711554,100.0,,0.19
1996,QAT,,56.3779907226562,92.7071762084961,17124.7920861356,100.0,,0.93
1997,QAT,83.0,,,20522.8012995179,100.0,,3.08
1998,QAT,,91.8584899902344,89.3751373291016,17665.4408438222,100.0,,3.52
1999,QAT,,95.1686477661133,87.1193695068359,20233.6846826643,100.0,,4.07
2000,QAT,,,90.0309524536133,27535.182940934,100.0,,4.86
2001,QAT,,,87.8413467407227,25870.7991864314,100.0,,6.17
2002,QAT,,,87.4843902587891,27226.6593510117,100.0,,10.2
2003,QAT,,85.9227294921875,88.7019805908203,31602.470865136,100.0,,19.2
2004,QAT,89.0,,90.0552520751953,41035.5008380177,100.0,,20.7
2005,QAT,,84.3937911987305,90.0544815063477,53949.6764091147,100.0,,24.7
2006,QAT,,86.7803192138672,91.3522491455078,62582.4453138755,100.0,,29.0
2007,QAT,93.0,92.008659362793,91.991569519043,65954.3419525051,100.0,,37.0
2008,QAT,94.0,95.3380279541016,97.6288604736328,80781.4039187792,100.0,,44.3
2009,QAT,95.0,98.1576309204102,97.2014999389648,60785.7351551657,100.0,,53.1
2010,QAT,96.0,,98.1501770019531,77387.3267885308,100.0,,69.0
2011,QAT,96.0,97.8007888793945,96.4676895141602,103261.506539346,100.0,,69.0
2012,QAT,97.0,,98.6139831542969,108470.378825036,100.0,,69.3
2013,QAT,97.0,94.7919235229492,97.3663787841797,103697.008372373,100.0,,85.3
2014,QAT,98.0,89.2091369628906,99.3877182006836,95840.6310094498,100.0,,91.5
2015,QAT,,94.3687133789062,101.946830749512,68985.2946961507,100.0,,92.9
2016,QAT,,95.5435180664062,97.9394073486328,61253.6375482797,100.0,,95.1
2017,QAT,,99.1126022338867,102.306419372559,63279.8556949332,100.0,0.0,97.4
2018,QAT,,99.824333190918,102.445457458496,71039.8490579352,100.0,,99.7
2019,QAT,,100.507362365723,107.072868347168,66841.3013472693,100.0,,99.7
2020,QAT,,103.134178161621,107.666152954102,51683.5054353851,100.0,,99.7
